Date,Price,Open,High,Low,Vol.,Change ,Change p,Constant,Returns
Nov-83,"1,276.02","1,225.41","1,291.67","1,213.21",-,4.15%,0.0415,,4.15
Oct-83,"1,225.20","1,232.42","1,284.65","1,219.82",-,-0.64%,-0.0064,,-0.64
Sep-83,"1,233.13","1,215.75","1,264.74","1,205.28",-,1.40%,0.014,,1.4
Aug-83,"1,216.16","1,199.82","1,216.15","1,156.45",-,1.41%,0.0141,,1.41
Jul-83,"1,199.22","1,221.35","1,252.90","1,183.79",-,-1.86%,-0.0186,,-1.86
Jun-83,"1,221.96","1,200.08","1,251.20","1,180.89",-,1.83%,0.0183,,1.83
May-83,"1,199.98","1,226.01","1,240.52","1,176.86",-,-2.14%,-0.0214,,-2.14
Apr-83,"1,226.20","1,129.84","1,228.04","1,104.68",-,8.51%,0.0851,,8.51
Mar-83,"1,130.03","1,113.09","1,152.09","1,108.55",-,1.56%,0.0156,,1.56
Feb-83,"1,112.62","1,076.88","1,130.51","1,051.78",-,3.43%,0.0343,,3.43
Jan-83,"1,075.70","1,048.92","1,100.07","1,020.23",-,2.79%,0.0279,,2.79
Dec-82,"1,046.54","1,043.22","1,074.32",988.59,-,0.70%,0.007,,0.7
Nov-82,"1,039.28",990.8,"1,072.01",983.71,-,4.80%,0.048,,4.8
Oct-82,991.72,896.25,"1,046.08",892.02,-,10.65%,0.1065,,10.65
Sep-82,896.25,901.31,951.16,888.7,-,-0.56%,-0.0056,,-0.56
Aug-82,901.31,808.59,910.95,769.98,-,11.47%,0.1147,,11.47
Jul-82,808.6,811.94,843.8,787.39,-,-0.41%,-0.0041,,-0.41
Jun-82,811.93,819.55,824.3,784.25,-,-0.93%,-0.0093,,-0.93
May-82,819.54,848.36,876.52,815.55,-,-3.40%,-0.034,,-3.4
Apr-82,848.36,822.77,871.19,820.48,-,3.11%,0.0311,,3.11
Mar-82,822.77,824.39,840.66,786.16,-,-0.20%,-0.002,,-0.2
Feb-82,824.39,866.34,866.34,802.23,-,-5.36%,-0.0536,,-5.36
Jan-82,871.1,875,887.38,832.56,-,-0.45%,-0.0045,,-0.45
Dec-81,875,888.98,898.5,862.81,-,-1.57%,-0.0157,,-1.57
Nov-81,888.98,855.97,892.8,834.57,-,4.27%,0.0427,,4.27
Oct-81,852.55,849.98,885.84,823.63,-,0.30%,0.003,,0.3
Sep-81,849.98,881.47,892.41,807.45,-,-3.57%,-0.0357,,-3.57
Aug-81,881.47,952.34,961.47,879.09,-,-7.44%,-0.0744,,-7.44
Jul-81,952.34,976.88,978.98,918.66,-,-2.51%,-0.0251,,-2.51
Jun-81,976.88,991.75,"1,023.02",972.7,-,-1.50%,-0.015,,-1.5
May-81,991.75,997.75,"1,005.22",956.69,-,-0.60%,-0.006,,-0.6
Apr-81,997.75,"1,003.87","1,030.98",981.81,-,-0.61%,-0.0061,,-0.61
Mar-81,"1,003.87",974.58,"1,021.81",955.7,-,3.01%,0.0301,,3.01
Feb-81,974.58,947.09,980.88,923.89,-,2.88%,0.0288,,2.88
Jan-81,947.27,963.98,"1,013.14",930.89,-,-1.73%,-0.0173,,-1.73
Dec-80,963.99,991.13,991.13,895.45,-,-2.95%,-0.0295,,-2.95
Nov-80,993.34,924.48,"1,009.39",924.48,-,7.45%,0.0745,,7.45
Oct-80,924.49,932.42,987.3,911.59,-,-0.85%,-0.0085,,-0.85
Sep-80,932.42,932.59,980.72,918,-,-0.02%,-0.0002,,-0.02
Aug-80,932.59,935.31,972.34,918.52,-,-0.29%,-0.0029,,-0.29
Jul-80,935.32,867.92,946.94,862.63,-,7.77%,0.0777,,7.77
Jun-80,867.92,850.84,896.33,840.7,-,2.01%,0.0201,,2.01
May-80,850.85,817.06,866.13,795.81,-,4.14%,0.0414,,4.14
Apr-80,817.06,785.75,818.52,751.37,-,3.98%,0.0398,,3.98
Mar-80,785.75,863.14,868.69,729.95,-,-8.97%,-0.0897,,-8.97
Feb-80,863.14,875.84,918.17,847.27,-,-1.45%,-0.0145,,-1.45
Jan-80,875.85,838.74,897.88,809.05,-,4.42%,0.0442,,4.42
Dec-79,838.74,822.35,851.54,814.76,-,1.99%,0.0199,,1.99
Nov-79,822.35,815.7,838.57,792.24,-,0.82%,0.0082,,0.82
Oct-79,815.7,877.73,904.86,795.99,-,-7.16%,-0.0716,,-7.16
Sep-79,878.58,883.7,902.13,857.85,-,-1.02%,-0.0102,,-1.02
Aug-79,887.63,846.42,893.6,839.08,-,4.87%,0.0487,,4.87
Jul-79,846.42,840.61,857,818,-,0.53%,0.0053,,0.53
Jun-79,841.98,822.33,853.86,817.74,-,2.39%,0.0239,,2.39
May-79,822.33,854.9,863.22,815.14,-,-3.81%,-0.0381,,-3.81
Apr-79,854.9,859.93,884.62,847.28,-,-0.84%,-0.0084,,-0.84
Mar-79,862.18,808.82,876.99,807.26,-,6.60%,0.066,,6.6
Feb-79,808.82,839.22,843.99,802.23,-,-3.62%,-0.0362,,-3.62
Jan-79,839.22,805.96,865.04,798.51,-,4.25%,0.0425,,4.25
Dec-78,805.01,801.98,829.87,781.01,-,0.75%,0.0075,,0.75
Nov-78,799.03,805.53,831.69,779.11,-,0.83%,0.0083,,0.83
Oct-78,792.45,865.82,909.39,782.05,-,-8.47%,-0.0847,,-8.47
Sep-78,865.82,876.82,917.27,850.92,-,-1.25%,-0.0125,,-1.25
Aug-78,876.82,862.27,911.21,855.34,-,1.69%,0.0169,,1.69
Jul-78,862.27,818.95,866.34,800.94,-,5.29%,0.0529,,5.29
Jun-78,818.95,840.61,879.33,807.95,-,-2.58%,-0.0258,,-2.58
May-78,840.61,837.32,865.64,813.84,-,0.39%,0.0039,,0.39
Apr-78,837.32,756.67,846.15,747.05,-,10.56%,0.1056,,10.56
Mar-78,757.36,742.12,777.81,736.75,-,2.05%,0.0205,,2.05
Feb-78,742.12,769.92,787.42,739.17,-,-3.61%,-0.0361,,-3.61
Jan-78,769.92,830.39,835.15,759.44,-,-7.37%,-0.0737,,-7.37
Dec-77,831.17,829.7,835.15,800.42,-,0.18%,0.0018,,0.18
Nov-77,829.7,816.01,850.05,794.53,-,1.39%,0.0139,,1.39
Oct-77,818.35,847.11,855.77,792.79,-,-3.40%,-0.034,,-3.4
Sep-77,847.11,861.49,879.76,830.3,-,-1.67%,-0.0167,,-1.67
Aug-77,861.49,890.07,900.03,844.42,-,-3.21%,-0.0321,,-3.21
Jul-77,890.07,916.3,927.84,878.81,-,-2.86%,-0.0286,,-2.86
Jun-77,916.3,898.66,934.36,896.46,-,1.96%,0.0196,,1.96
May-77,898.66,926.9,949.46,892.55,-,-3.05%,-0.0305,,-3.05
Apr-77,926.9,919.55,956.07,909.74,-,0.85%,0.0085,,0.85
Mar-77,919.13,936.42,971.58,914.15,-,-1.85%,-0.0185,,-1.85
Feb-77,936.42,954.37,963.76,926.03,-,-1.88%,-0.0188,,-1.88
Jan-77,954.37,"1,004.65","1,007.81",944.9,-,-5.00%,-0.05,,-5
Dec-76,"1,004.65","1,004.65","1,004.65","1,004.65",-,6.06%,0.0606,,6.06
Nov-76,947.22,947.22,947.22,947.22,-,-1.84%,-0.0184,,-1.84
Oct-76,964.93,964.93,964.93,964.93,-,-2.55%,-0.0255,,-2.55
Sep-76,990.19,990.19,990.19,990.19,-,1.69%,0.0169,,1.69
Aug-76,973.74,973.74,973.74,973.74,-,-1.11%,-0.0111,,-1.11
Jul-76,984.64,984.64,984.64,984.64,-,-1.81%,-0.0181,,-1.81
Jun-76,"1,002.78","1,002.78","1,002.78","1,002.78",-,2.82%,0.0282,,2.82
May-76,975.23,975.23,975.23,975.23,-,-2.17%,-0.0217,,-2.17
Apr-76,996.85,996.85,996.85,996.85,-,-0.26%,-0.0026,,-0.26
Mar-76,999.45,999.45,999.45,999.45,-,2.76%,0.0276,,2.76
Feb-76,972.61,972.61,972.61,972.61,-,-0.27%,-0.0027,,-0.27
Jan-76,975.28,975.28,975.28,975.28,-,14.41%,0.1441,,14.41
Dec-75,852.41,852.41,852.41,852.41,-,-0.96%,-0.0096,,-0.96
Nov-75,860.67,860.67,860.67,860.67,-,2.95%,0.0295,,2.95
Oct-75,836.04,836.04,836.04,836.04,-,5.31%,0.0531,,5.31
Sep-75,793.88,793.88,793.88,793.88,-,-4.96%,-0.0496,,-4.96
Aug-75,835.34,835.34,835.34,835.34,-,0.46%,0.0046,,0.46
Jul-75,831.51,831.51,831.51,831.51,-,-5.40%,-0.054,,-5.4
Jun-75,878.99,878.99,878.99,878.99,-,5.61%,0.0561,,5.61
May-75,832.29,832.29,832.29,832.29,-,1.33%,0.0133,,1.33
Apr-75,821.34,821.34,821.34,821.34,-,6.92%,0.0692,,6.92
Mar-75,768.15,768.15,768.15,768.15,-,3.94%,0.0394,,3.94
Feb-75,739.05,739.05,739.05,739.05,-,5.02%,0.0502,,5.02
Jan-75,703.69,703.69,703.69,703.69,-,14.19%,0.1419,,14.19
Dec-74,616.24,616.24,616.24,616.24,-,-0.39%,-0.0039,,-0.39
Nov-74,618.66,618.66,618.66,618.66,-,-7.04%,-0.0704,,-7.04
Oct-74,665.52,665.52,665.52,665.52,-,9.48%,0.0948,,9.48
Sep-74,607.87,607.87,607.87,607.87,-,-10.42%,-0.1042,,-10.42
Aug-74,678.58,678.58,678.58,678.58,-,-10.41%,-0.1041,,-10.41
Jul-74,757.43,757.43,757.43,757.43,-,-5.61%,-0.0561,,-5.61
Jun-74,802.41,802.41,802.41,802.41,-,0.03%,0.0003,,0.03
May-74,802.17,802.17,802.17,802.17,-,-4.13%,-0.0413,,-4.13
Apr-74,836.75,836.75,836.75,836.75,-,-1.17%,-0.0117,,-1.17
Mar-74,846.68,846.68,846.68,846.68,-,-1.61%,-0.0161,,-1.61
Feb-74,860.53,860.53,860.53,860.53,-,0.58%,0.0058,,0.58
Jan-74,855.55,855.55,855.55,855.55,-,0.55%,0.0055,,0.55
Dec-73,850.86,850.86,850.86,850.86,-,3.48%,0.0348,,3.48
Nov-73,822.25,822.25,822.25,822.25,-,-14.04%,-0.1404,,-14.04
Oct-73,956.58,956.58,956.58,956.58,-,1.00%,0.01,,1
Sep-73,947.1,947.1,947.1,947.1,-,6.71%,0.0671,,6.71
Aug-73,887.57,887.57,887.57,887.57,-,-4.19%,-0.0419,,-4.19
Jul-73,926.4,926.4,926.4,926.4,-,3.89%,0.0389,,3.89
Jun-73,891.71,891.71,891.71,891.71,-,-1.08%,-0.0108,,-1.08
May-73,901.41,901.41,901.41,901.41,-,-2.17%,-0.0217,,-2.17
Apr-73,921.43,921.43,921.43,921.43,-,-3.11%,-0.0311,,-3.11
Mar-73,951.01,951.01,951.01,951.01,-,-0.43%,-0.0043,,-0.43
Feb-73,955.07,955.07,955.07,955.07,-,-4.40%,-0.044,,-4.4
Jan-73,999.02,999.02,999.02,999.02,-,-2.06%,-0.0206,,-2.06
Dec-72,"1,020.02","1,020.02","1,020.02","1,020.02",-,0.18%,0.0018,,0.18
Nov-72,"1,018.21","1,018.21","1,018.21","1,018.21",-,6.56%,0.0656,,6.56
Oct-72,955.52,955.52,955.52,955.52,-,0.24%,0.0024,,0.24
Sep-72,953.27,953.27,953.27,953.27,-,-1.09%,-0.0109,,-1.09
Aug-72,963.73,963.73,963.73,963.73,-,4.22%,0.0422,,4.22
Jul-72,924.74,924.74,924.74,924.74,-,-0.46%,-0.0046,,-0.46
Jun-72,929.03,929.03,929.03,929.03,-,-3.30%,-0.033,,-3.3
May-72,960.72,960.72,960.72,960.72,-,0.69%,0.0069,,0.69
Apr-72,954.17,954.17,954.17,954.17,-,1.43%,0.0143,,1.43
Mar-72,940.7,940.7,940.7,940.7,-,1.35%,0.0135,,1.35
Feb-72,928.13,928.13,928.13,928.13,-,2.88%,0.0288,,2.88
Jan-72,902.17,902.17,902.17,902.17,-,1.34%,0.0134,,1.34
Dec-71,890.2,890.2,890.2,890.2,-,7.08%,0.0708,,7.08
Nov-71,831.34,831.34,831.34,831.34,-,-0.91%,-0.0091,,-0.91
Oct-71,839,839,839,839,-,-5.43%,-0.0543,,-5.43
Sep-71,887.19,887.19,887.19,887.19,-,-1.21%,-0.0121,,-1.21
Aug-71,898.07,898.07,898.07,898.07,-,4.62%,0.0462,,4.62
Jul-71,858.43,858.43,858.43,858.43,-,-3.67%,-0.0367,,-3.67
Jun-71,891.14,891.14,891.14,891.14,-,-1.84%,-0.0184,,-1.84
May-71,907.81,907.81,907.81,907.81,-,-3.60%,-0.036,,-3.6
Apr-71,941.75,941.75,941.75,941.75,-,4.13%,0.0413,,4.13
Mar-71,904.37,904.37,904.37,904.37,-,2.91%,0.0291,,2.91
Feb-71,878.83,878.83,878.83,878.83,-,1.19%,0.0119,,1.19
Jan-71,868.5,868.5,868.5,868.5,-,3.53%,0.0353,,3.53
Dec-70,838.92,838.92,838.92,838.92,-,5.65%,0.0565,,5.65
Nov-70,794.09,794.09,794.09,794.09,-,5.09%,0.0509,,5.09
Oct-70,755.61,755.61,755.61,755.61,-,-0.67%,-0.0067,,-0.67
Sep-70,760.68,760.68,760.68,760.68,-,-0.51%,-0.0051,,-0.51
Aug-70,764.58,764.58,764.58,764.58,-,4.15%,0.0415,,4.15
Jul-70,734.12,734.12,734.12,734.12,-,7.40%,0.074,,7.4
Jun-70,683.53,683.53,683.53,683.53,-,-2.41%,-0.0241,,-2.41
May-70,700.44,700.44,700.44,700.44,-,-4.84%,-0.0484,,-4.84
Apr-70,736.07,736.07,736.07,736.07,-,-6.30%,-0.063,,-6.3
Mar-70,785.57,785.57,785.57,785.57,-,1.03%,0.0103,,1.03
Feb-70,777.59,777.59,777.59,777.59,-,4.51%,0.0451,,4.51
